23,2.95,3.27,30.5,37
57,2.78,3.08,36,42.5
47,3.17,3.36,31,36.5
21,3.05,3.15,34,40.5
31,3.47,3.36,31.5,36.5
33,2.82,3.22,28.5,34
34,3.05,3.21,29.5,33.5
38,3.19,3.25,32.5,36.5
55,3.07,3.27,30.5,36.5
56,3.03,3.12,33,41.5
8,3.23,3.37,27,34.5
59,3.25,3.28,30.5,35.5
46,3.43,3.34,26,34.5
24,3.12,3.4,26,31.5
11,3.28,3.26,30.5,36.5
27,3.3,3.25,28,35.5
25,3.10,3.24,31,38.5
48,3.14,3.3,32.5,38.5
36,2.99,3.32,28,35.5
52,3.23,3.32,29.5,33.5
43,3.13,3.23,32,38.5
32,3.13,3.38,30.5,37
58,3.12,3.17,30.5,38.5
41,3.26,3.3,33,38
28,3.14,3.27,28,35.5
30,3.03,3.14,27,34
45,3.05,3.25,32.5,35.5
19,3.03,3.27,27,38
42,2.87,3.37,30,34
54,3.04,3.37,29.5,36.5
51,3.11,3.07,30.5,40.5
49,3.15,3.16,31,38
22,3.27,3.33,26,31.5
26,2.94,3.3,29,37.5
